"X.U.FEFF.ID","Authors","Title","Year"
"F000S201","SNB Selby-Pham, KS Howell, FR Dunshea, J Ludbey, ...","Statistical modelling coupled with LC-MS analysis to predict human upper intestinal absorption of phytochemical mixtures",2018
"F000S202","E Denova-Gutiérrez, P Muñoz-Aguirre, N Shivappa, ...","Dietary Inflammatory Index and Type 2 Diabetes Mellitus in Adults: The Diabetes Mellitus Survey of Mexico City",2018
"F000S203","C Saunders, JPE Spencer","Metabolic and immune risk factors for dementia and their modification by flavonoids: New targets for the prevention of cognitive impairment?",2012
"F000S204","V Kutlesic, MB Isaacs, LS Freund, R Hazra, ...","Executive summary: Research gaps at the intersection of pediatric neurodevelopment, nutrition, and inflammation in low-resource settings",2017
"F000S205","B Allam-Ndoul, F Guénard, O Barbier, MC Vohl","A study of the differential effects of eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) on gene expression profiles of stimulated Thp-1 macrophages",2017
"F000S206","K Harris","Autoimmune disease: what we do and don't know and how Western medical herbalists can help",2011
"F000S207","M Kaplan, I Ates, M Yüksel, YO Ozin, ...","The role of oxidative stress in the etiopathogenesis of gluten-sensitive enteropathy disease",2017
"F000S208","HKR Nair","Microcurrent as an adjunct therapy to accelerate chronic wound healing and reduce patient pain",2018
"F000S209","G Egger, D Colquhoun, J Dixon","“Anthropogens” in lifestyle medicine",2015
"F000S210","JM Antoine","Foods and Drugs in the Management of Disease: A Case Study Comparing Omega-3 Fatty Acids and Aspirin for Inflammation",2012
"F000S211","L Lie, L Brown, T Forrester, J Plange-Rhule, P Bovet, ...","The association of dietary fiber intake with cardiometabolic risk in four countries across the epidemiologic transition",2018
"F000S212","AS Kvistgaard, JB Schroder, E Jensen, ...","Milk Ingredients as Functional Foods",2014
"F000S213","SNB Selby-Pham, SA Osborne, KS Howell, ...","Transport rates of dietary phytochemicals in cell monolayers is inversely correlated with absorption kinetics in humans",2017
"F000S214","MG Stavrakaki","Ballan wrasse (Labrus bergylta) Larvae and Live-Feed Quality; Effects on Growth and Expression of Genes related to Mitochondrial Functions",2013
"F000S215","<U+041F><U+0412> <U+0428><U+0443><U+043C><U+0438><U+043B><U+043E><U+0432>, <U+042E><U+0413> <U+041C><U+0443><U+0445><U+0438><U+043D><U+0430>, ...","<U+0421><U+043E><U+0432><U+0440><U+0435><U+043C><U+0435><U+043D><U+043D><U+044B><U+0435> <U+043F><U+0440><U+0435><U+0434><U+0441><U+0442><U+0430><U+0432><U+043B><U+0435><U+043D><U+0438><U+044F> <U+043E> <U+043F><U+0430><U+0442><U+043E><U+0433><U+0435><U+043D><U+0435><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0445> <U+043C><U+0435><U+0445><U+0430><U+043D><U+0438><U+0437><U+043C><U+0430><U+0445> <U+0446><U+0435><U+043B><U+0438><U+0430><U+043A><U+0438><U+0438>: <U+043E><U+043F><U+0440><U+0435><U+0434><U+0435><U+043B><U+044F><U+044E><U+0449><U+0430><U+044F> <U+0440><U+043E><U+043B><U+044C> <U+0432> <U+043A><U+043B><U+0438><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0445> <U+0432><U+0430><U+0440><U+0438><U+0430><U+043D><U+0442><U+0430><U+0445> <U+0442><U+0435><U+0447><U+0435><U+043D><U+0438><U+044F>",2016
"F000S216","L González Cernadas, B Rodríguez-Romero, ...","Importancia de los aspectos nutricionales en el proceso inflamatorio de pacientes con artritis reumatoide: una revisión",2014
"F000S217","MN García-Casal, HE Pons-Garcia","Dieta e inflamación",2014
"F000S218","M Samblas, JA Martínez, F Milagro","Folic acid improves the inflammatory response in lps-activated thp-1 macrophages",2018
"F000S219","VE Bianchi","Weight loss is a critical factor to reduce inflammation",2018
"F000S220","JH Kwon, J Ju","Comparison of dietary habit and food consumption among elementary school students with or without rhinitis and sinusitis",2012
"F000S221","G Corona, D Vauzour","Neuroprotective Effects of Polyphenols in Aging and Age-Related Neurological Disorders",2017
"F000S222","E da Costa, V Azevedo, T Melo, A Rego, DV Evtuguin, ...","High-resolution lipidomics of the early life stages of the red seaweed Porphyra dioica",2018
"F000S223","R Casas, R Estruch","Dietary patterns, foods, nutrients and chronic inflammatory disorders",2016
"F000S224","S Dubey, MV Ramana, A Mishra","comparison of fatty acid profiling and rbc membrane stabilization activity of seabuckthorn (Hippophae rhamnoides and Hippophae salicifolia) seed oil",2017
"F000S225","W Prapawatwech, B Pongtanakul, ...","Effect of vitamin E supplementation on inflammatory markers and nutrition status in thalassemia intermedia patients.",2015
"F000S226","S Hagin, DJ Lobato, BE Sands, JR Korzenik, ...","Dietary behaviors in newly diagnosed youth with inflammatory bowel disease",2017
"F000S227","A Agudo, V Cayssials, C Bonet, ...","Inflammatory potential of the diet and risk of gastric cancer in the European Prospective Investigation into Cancer and Nutrition (EPIC) study",2018
"F000S229","FRS Mufti, S Amin, MA Zargar","In vitro and In vivo Validation of Folk Lore Claims of Thymus serpyllum",2011
"F000S230","PA Ford, K Jaceldo-Siegl, JW Lee, S Tonstad","Trans fatty acid intake is related to emotional affect in the Adventist Health Study-2",2016
"F000S231","FA de Paula, J Crucinsky, ...","FRAGILIDADES DA ATENÇÃO À SAÚDE DE PESSOAS CELÍACAS NO SUS: A PERSPECTIVA DO USUÁRIO",2014
"F000S232","M Hansen, ACB Kuhlman, RE Sahl, B Kelly, T Morville, ...","Inflammatory biomarkers in patients in Simvastatin treatment: No effect of co-enzyme Q10 supplementation",2019
"F000S233","C Booker","Inflammation in type 2 diabetes and the neuroendocrine role of IL-18",2013
"F000S234","D Ribeiro, C Proenca, S Rocha, ...","Immunomodulatory effects of flavonoids in the prophylaxis and treatment of inflammatory bowel diseases: a comprehensive review",2018
"F000S235","KS Olsen","Blood gene expression, lifestyle and diet-The Norwegian Women and Cancer Post-genome Cohort",2013
"F000S236","PCA Mulder","The contribution of metabolic and adipose tissue inflammation to non-alcoholic fatty liver disease",2017
"F000S237","KA Lewis, SA Brown","Searching for Evidence of an Anti-Inflammatory Diet in Children: A Systematic Review of Randomized Controlled Trials for Pediatric Obesity Interventions With a Focus …",2017
"F000S238","I Darnton-Hill, F Ahmed, S Samman","The impact of micronutrients on inflammation and health in low-and middle-income countries",2015
"F000S239","V Parslow, LR Ferguson","16 Commercialization and Potential of Nutrigenetics and Nutrigenomics",2016
"F000S240","I Sardecka, A Krogulska, ...","The influence of dietary immunomodulatory factors on development of food allergy in children",2017
"F000S241","E Rytter","Effect of Dietary Antioxidants on Oxidative Stress, Inflammation and Metabolic Factors: Studies in Subjects with Overweight and with Type 2 Diabetes",2011
"F000S242","NC Chilelli, C Cosma, S Burlina, M Plebani, ...","Antioxidant capacity in patients with type 2 diabetes: a preliminary investigation on gender-specific differences in an Italian population",2018
"F000S243","S Gariballa, A Alessa","Association between nutritional blood-based biomarkers and clinical outcome in sarcopenia patients",2018
"F000S244","SNB Selby-Pham","Predictive modelling of upper intestinal absorption of dietary phytochemicals to optimise for health benefits in humans",2017
"F000S245","PC Calder, N Ahluwalia, F Brouns, T Buetler, ...","British Journal of Nutrition",2011
"F000S246","F Araujo, T Fenton, S Lukmanji, M Raman","Olive Oil and Soybean Oil Based Intravenous Lipid Emulsions, Liver Biochemistry and Clinical Outcomes",2018
"F000S247","IM Martins, Q Chen, CYO Chen","Emerging Functional Foods Derived from Almonds",2017
"F000S248","MMM Kus-Yamashita, J Mancini Filho, ...","Polyunsaturated fatty acids: health impacts",2016
"F000S249","A Sudharsana","Flax Seeds in Periodontal Therapy",2015
"F000S250","BM Mehling, L Quartararo, M Manvelyan, ...","Evaluation of Immune response to Intravenously Administered Human Cord Blood Stem Cells in the Treatment of Symptoms Related to Chronic Inflammation",2015
"F000S251","Y Cao, AW Taylor, G Wittert, R Adams, ...","Dietary patterns and sleep parameters in a cohort of community dwelling Australian men",2016
"F000S252","SG Sousa, LA Oliveira, D de Aguiar Magalhães, ...","Chemical structure and anti-inflammatory effect of polysaccharide extracted from Morinda citrifolia Linn (Noni)",2018
"F000S253","RM Sommerfelt","Molecular mechanisms of inflammation–a central role for cytosolic phospholipase A2",2014
"F000S254","G Egger, M Sagner, H Meldrum, D Katz, R Lawson","A structure for Lifestyle medicine",2017
"F000S255","MM Norde, E Oki, AAF Carioca, IA Castro, JMP Souza, ...","Influence of toll-like receptor 4 gene variants and plasma fatty acid profile on systemic inflammation: A population-based cross-sectional study",2017
"F000S256","AA Welch","Dietary Fat Composition and Age-Related Muscle Loss",2013
"F000S257","KS Olsen","Blood gene expression, lifestyle and diet",2013
"F000S258","J Tabart, V Schini-Kerth, J Pincemail, ...","The leaf extract of Ribes nigrum L. is a potent stimulator of the endothelial formation of NO in cultured endothelial cells and porcine coronary artery rings",2016
"F000S259","K Podgórska-Gumulák","Wplyw regularnej aktywnosci fizycznej na funkcje sródblonka i wybrane parametry aktywnosci plytek krwi",2014
"F000S260","<U+5F20><U+5A77><U+5A77>, <U+6BCD><U+4E49><U+660E>","<U+5FAE><U+91CF><U+8425><U+517B><U+7269><U+4E0E> 2 <U+578B><U+7CD6><U+5C3F><U+75C5>",2012
"F000S261","DJ Soares, LG de Moura Neto, MN Damaceno, ...","Atividade antiinflamatória de frutas",2015
"F000S262","S Fuzikawa, D dos Santos Penha, ...","Ácidos graxos na carne e gordura de ovinos",2014
"F000S263","MAS Valente, MC de Albuquerque Barbosa, ...","Nutrigenômica/nutrigenética na elucidação das doenças crônicas",2014
"F000S264","SRP Cerqueira","Os ácidos gordos ómega-3 e os seus efeitos anti-inflamatórios",2013
"F000S265","K Vieira","Effects of Drug and Alcohol Use on Weight Change",NA
"F000S266","AK Omer, GA Youssef, AF Yousf, ...","Role of Pumpkin Seeds on Hepatorenal Dysfunction Induced by Azathioprine in Adult Male Albino Rats= <U+062F><U+0648><U+0631> <U+0632><U+064A><U+062A> <U+0628><U+0630><U+0648><U+0631> <U+0627><U+0644><U+064A><U+0642><U+0637><U+064A><U+0646> <U+0639><U+0644><U+0649> <U+0648><U+0638><U+0627><U+0626><U+0641> <U+0627><U+0644><U+0643><U+0628><U+062F> <U+0648> <U+0627><U+0644><U+0643><U+0644><U+0649> <U+0641><U+064A> <U+0630><U+0643><U+0648><U+0631> …<U+200E>",2016
"F000S267","KYW Lok, RSM Chan, J Woo","The Role of Nutrition in Successful Aging",2015
"F000S268","O Ojo","Nutrition and chronic conditions",2019
"F000S269","I Russo, C Del Giorno, I Giangrieco, N Hajji, ...","A Peptide from Kiwifruit Exerts Anti-Inflammatory Effects in Celiac Disease Mucosa",2019
"F000S271","JM Hoppensteadt","Effects of food elimination, based on ALCAT testing, on inflammatory markers, body composition, and medical symptoms",2015
"F000S272","NC Roy, N Berger, EN Bermingham, ...","The Effects of n-3 Polyunsaturated Fatty Acid-Rich Salmon on Inflammatory Bowel Diseases",2011
"F000S273","BM Mehling, L Quartararo, M Manvelyan, ...","Safety Study of Intravenously Administered Human Cord Blood Stem Cells in the Treatment of Symptoms Related to Chronic Inflammation",2015
"F000S274","L Bennett","Transport rates of dietary phytochemicals in cell monolayers is",2017
"F000S275","SY Park, M Kang, L Wilkens, Y Shvetsov, B Harmon, ...","The Dietary Inflammatory Index and All-Cause, Cardiovascular Disease, and Cancer Mortality in the Multiethnic Cohort Study",2018
"F000S276","E Fondell","Web-based studies of lifestyle factors and immune function",2011
"F000S277","NJ Klinedinst, A Hackney","Physiological Resilience and the Impact on Health",2018
"F000S279","Y Cao","Diet and sleep in Australian middle aged and elder men",2017
"F000S280","Y Milaneschi","Biological aspects of late-life depression",2012
"F000S281","VJ Navarini, SC Sargi, JV Visentainer, ...","Influence of n-3 Polyunsaturated Fatty Acid in the Proliferative Activity of Lymphocytes During Experimental Infection with Paracoccidioides brasiliensis",2018
"F000S282","K Eagappan, S Sasikumar","NUTRIENT–GENE INTERACTIONS IN PATHOLOGICAL CONDITIONS",NA
"F000S283","X Hao, W Sun, C Ke, F Wang, Y Xue, Z Luo, ...","Anti-Inflammatory Activities of Leaf Oil from Cinnamomum subavenium In Vitro and In Vivo",2019
"F000S284","N Shaheen, AB Tukun, S Islam, NM Irfan, ...","Evaluation of functional potentiality of selected commonly consumed foods of Bangladesh",2016
